Komentar_Asli,Komentar_Labeling,Komentar_Bersih,Sentimen,Confidence_Score,Panjang_Karakter,Jumlah_Kata
"Masih nyaman di A73, mau upgrade FE belum ada duid wkwkw","Masih nyaman di A73, mau upgrade FE belum ada duid wkwkw",masih nyaman a73 mau upgrade fe belum duid wkwkw,Positif,69.45,56,11
bang david reviem oppo reno 15 dri series f hingga pro max mana paling berbaloi,bang david reviem oppo reno 15 dri series f hingga pro max mana paling berbaloi,david reviem oppo reno 15 dri series hingga pro max mana paling berbaloi,Netral,92.73,79,15
Pake samsung A52s dari 2022 sampe skrng setelah liat review bang david. Ok banget sampe skrng masih nyaman² aja,Pake samsung A52s dari 2022 sampe skrng setelah liat review bang david. Ok banget sampe skrng masih nyaman² aja,pake samsung a52s 2022 sampe skrng telah liat review david ok banget sampe skrng masih nyaman,Positif,98.53,111,19
"Tapi samsung A53 no no ya.. Kecewa berat, beli baru, 1 tahun tiba2 bngt, mati2an dan mati beneran. Di cek service centernya, katanya harus ganti seharga 2 jt. Terus saya malah disangka bongkar sendiri, katanya casingnya meletek, justru itu yg kita bingungkan. 😅😅😅","Tapi samsung A53 no no ya.. Kecewa berat, beli baru, 1 tahun tiba2 bngt, mati2an dan mati beneran. Di cek service centernya, katanya harus ganti seharga 2 jt. Terus saya malah disangka bongkar sendiri, katanya casingnya meletek, justru itu yg kita bingungkan. 😅😅😅",samsung a53 no no kecewa berat beli baru tahun tiba2 bngt mati2an mati beneran cek service centernya kata harus ganti harga jt terus malah sangka bongkar sendiri kata casingnya letek justru bingung,Negatif,99.91,263,43
"Nggak ada yang spesial dari review A5... kali ini, harga mahal upgrade minim, padahal banyak yang nungguin 😢","Nggak ada yang spesial dari review A5... kali ini, harga mahal upgrade minim, padahal banyak yang nungguin 😢",tidak spesial review a5 kali harga mahal upgrade minim padahal banyak nungguin,Negatif,93.02,108,18
"Bang review hp hp absurd lagi dong.
tiruan apple yg keluar welcome udah banyak banget tuh😂",Bang review hp hp absurd lagi dong. tiruan apple yg keluar welcome udah banyak banget tuh😂,review handphone handphone absurd lagi dong tiru apple keluar welcome banyak banget tuh,Negatif,90.19,90,16
"SANGAT DI SAYANGKAN, 512 GB NYA GA MASHOOK INDO WKWKKW MEDIT BANGET EMG SAMSUL INI","SANGAT DI SAYANGKAN, 512 GB NYA GA MASHOOK INDO WKWKKW MEDIT BANGET EMG SAMSUL INI",sangat sayang 512 gb tidak mashook indo wkwkkw medit banget emg samsul,Positif,97.42,82,15
"Satu brand HP yg bikin aku trauma buat beli... 

Samsung 

Karena habis beli HP yg tipe A05 belum di pake setahun udah rewel kayak minta ganti LCD lah, batre lah, sama sekarang gk bisa nyala cuma bunyi aja ya udah ku biarin","Satu brand HP yg bikin aku trauma buat beli... Samsung Karena habis beli HP yg tipe A05 belum di pake setahun udah rewel kayak minta ganti LCD lah, batre lah, sama sekarang gk bisa nyala cuma bunyi aja ya udah ku biarin",satu brand handphone bikin aku trauma buat beli samsung karena habis beli handphone tipe a05 belum pake tahun rewel kayak minta ganti lcd lah batre lah sama sekarang tidak nyala cuma bunyi ku biarin,Negatif,99.12,223,42
"hp impian nih, lgi nabung buat beli :)","hp impian nih, lgi nabung buat beli :)",handphone impi nih lgi nabung buat beli,Netral,53.63,38,8
SAMSUL HARGA SELANGIT SPEK PELIT 😁,SAMSUL HARGA SELANGIT SPEK PELIT 😁,samsul harga langit spesifikasi pelit,Negatif,63.16,34,6
Bg review Tecno calon 50,Bg review Tecno calon 50,bg review tecno calon 50,Negatif,93.74,24,5
"Skipp dulu a57..upgradenya ga signifikan dan harganya juga overatted..ga works sich menurut saya...
Stay di a55 aja masih awesome..😃😁😊☺️",Skipp dulu a57..upgradenya ga signifikan dan harganya juga overatted..ga works sich menurut saya... Stay di a55 aja masih awesome..😃😁😊☺️,skipp dulu a57 upgradenya tidak signifikan harga juga overatted tidak works sich turut stay a55 masih awesome,Positif,86.12,136,19
2026 saya masih pakai samsung J7 Pro.hehe Hp nya awet sampai sekrang baterainya blm pernah diganti.,2026 saya masih pakai samsung J7 Pro.hehe Hp nya awet sampai sekrang baterainya blm pernah diganti.,2026 masih pakai samsung j7 pro hehe handphone awet sampai sekrang baterai blm pernah ganti,Positif,94.36,99,16
"Sebenarnya kangen sih sama seri a8, dulu a8 series terlihat sangat mewah dan beda dari seri A yang lain😢","Sebenarnya kangen sih sama seri a8, dulu a8 series terlihat sangat mewah dan beda dari seri A yang lain😢",benar kangen sih sama seri a8 dulu a8 series lihat sangat mewah beda seri lain,Positif,91.06,104,19
"Bertahan dengan samsung a21s, niat nya mau upgrade ke a57 sekarang, tapi setelah melihat review jadi fikir ulang buat upgrade nya😅","Bertahan dengan samsung a21s, niat nya mau upgrade ke a57 sekarang, tapi setelah melihat review jadi fikir ulang buat upgrade nya😅",tahan samsung a21s niat mau upgrade a57 sekarang telah lihat review jadi fikir ulang buat upgrade,Negatif,95.5,130,21
Yah keburu beli hp nya 😂,Yah keburu beli hp nya 😂,yah keburu beli handphone,Negatif,80.34,24,6
Sampai sekarang pakai a54 sangat puasss😇🙏👍👍👍👍,Sampai sekarang pakai a54 sangat puasss😇🙏👍👍👍👍,sampai sekarang pakai a54 sangat puasss,Positif,99.79,45,6
apa setiap nambah satu fitur keluar produk baru si samsung ini,apa setiap nambah satu fitur keluar produk baru si samsung ini,apa tiap nambah satu fitur keluar produk baru si samsung,Negatif,52.64,62,11
Di tiktok di obral 6jt😂,Di tiktok di obral 6jt😂,tiktok obral 6jt,Netral,58.46,23,5
9:16 Samsung kok jitter2 videonya. Masa HP camera focus ga ada bedanya sama HP performance?? 😂,9:16 Samsung kok jitter2 videonya. Masa HP camera focus ga ada bedanya sama HP performance?? 😂,16 samsung kok jitter2 video masa handphone camera focus tidak beda sama handphone performance,Negatif,98.2,94,16
"samsul A17 3,5 juta masih Camera model hp 1 jutaan? Sangat membagongkan? 🤣menang update sofwear doang😅 orang pakai Hp 2-3 thn udah neg, pengen ganti🤣","samsul A17 3,5 juta masih Camera model hp 1 jutaan? Sangat membagongkan? 🤣menang update sofwear doang😅 orang pakai Hp 2-3 thn udah neg, pengen ganti🤣",samsul a17 juta masih camera model handphone juta sangat bagong menang update sofwear doang orang pakai handphone thn neg ken ganti,Negatif,94.96,149,25
Kerenn bangettt        ..,Kerenn bangettt ..,kerenn bangettt,Positif,93.21,25,3
nonton pake samsung A54 🙌,nonton pake samsung A54 🙌,nonton pake samsung a54,Netral,87.34,25,5
"ga ada pembaruan . yang ada "" Penyesuaian "". tahan duit anda
kalo di motor itu kek honda dengan tipe  "" Street "" yang hanya lepas pasang cover stang.","ga ada pembaruan . yang ada "" Penyesuaian "". tahan duit anda kalo di motor itu kek honda dengan tipe "" Street "" yang hanya lepas pasang cover stang.",tidak baru sesuai tahan duit anda motor kek honda tipe street hanya lepas pasang cover stang,Negatif,98.49,149,29
"2019 saya beli samsung a50s saat samsung a51 baru rilis.
Sekarang beli samsung a56 saat samsung a57 baru rilis.

Supaya apa?
Supaya harganya turun dikit. 😅",2019 saya beli samsung a50s saat samsung a51 baru rilis. Sekarang beli samsung a56 saat samsung a57 baru rilis. Supaya apa? Supaya harganya turun dikit. 😅,2019 beli samsung a50s saat samsung a51 baru rilis sekarang beli samsung a56 saat samsung a57 baru rilis supaya apa supaya harga turun dikit,Negatif,70.33,155,26
Over price 😂,Over price 😂,over price,Negatif,97.33,12,3
"Udh muncul A57 aja, gw msh pke A53 😅","Udh muncul A57 aja, gw msh pke A53 😅",muncul a57 gw msh pke a53,Negatif,94.29,36,9
Samsung A17 kak,Samsung A17 kak,samsung a17 kak,Netral,98.36,15,3
"Kenapa samsung ikut naikin harga hape mereka kayak brand lain?

Samsung kan produsen memori juga, jadi harusnya pas memori naik mereka ga akan terpengaruh.

Apa tim samsung hape sama tim samsung memori lagi musuhan?","Kenapa samsung ikut naikin harga hape mereka kayak brand lain? Samsung kan produsen memori juga, jadi harusnya pas memori naik mereka ga akan terpengaruh. Apa tim samsung hape sama tim samsung memori lagi musuhan?",kenapa samsung ikut naikin harga hape kayak brand lain samsung kan produsen memori juga jadi harus pas memori naik tidak akan pengaruh apa tim samsung hape sama tim samsung memori lagi musuh,Negatif,98.66,215,34
Semoga Samsung sadar sama sarkasnya David bikin catetan upgrade di kertas sekecil itu karena upgradenya emang cuma dikit 🤭,Semoga Samsung sadar sama sarkasnya David bikin catetan upgrade di kertas sekecil itu karena upgradenya emang cuma dikit 🤭,moga samsung sadar sama sarkasnya david bikin catetan upgrade kertas kecil karena upgradenya emang cuma dikit,Negatif,96.74,122,19
Gak niat bgt dah samsung,Gak niat bgt dah samsung,tidak niat banget dah samsung,Negatif,99.87,24,5
"Nonton Dengan Samsung Galaxy A56 5G

Samsung Galaxy A57 5G Tidak ada Upgrade yang Signifikan penting sih pada Hardware 

Jadi saya Stay di Samsung Galaxy A56 5G aja",Nonton Dengan Samsung Galaxy A56 5G Samsung Galaxy A57 5G Tidak ada Upgrade yang Signifikan penting sih pada Hardware Jadi saya Stay di Samsung Galaxy A56 5G aja,nonton samsung galaxy a56 5g samsung galaxy a57 5g tidak upgrade signifikan penting sih pada hardware jadi stay samsung galaxy a56 5g,Negatif,42.72,164,28
"4:20 kok saya lebih suka lihat desain kamera A56 karena lebih simple, sedikit lebih aman dari benturan kamera kalau terjatuh/gak keluar seperti A57 yg kayak berebutan tempat 😁","4:20 kok saya lebih suka lihat desain kamera A56 karena lebih simple, sedikit lebih aman dari benturan kamera kalau terjatuh/gak keluar seperti A57 yg kayak berebutan tempat 😁",20 kok lebih suka lihat desain kamera a56 karena lebih simple sedikit lebih aman bentur kamera jatuh tidak keluar seperti a57 kayak rebut tempat,Positif,86.29,175,28
Nonoton ini pake samsung A51😢,Nonoton ini pake samsung A51😢,nonoton pake samsung a51,Netral,68.18,29,5
"Dari 2013 aku pakai samsul
baru Thn ini pakai Hp china? untuk hp 4 juta ke bawah, FAKTAnya mending HP china sih, terutama karyawan gaji 3 juta kebawah😅","Dari 2013 aku pakai samsul baru Thn ini pakai Hp china? untuk hp 4 juta ke bawah, FAKTAnya mending HP china sih, terutama karyawan gaji 3 juta kebawah😅",2013 aku pakai samsul baru thn pakai handphone china handphone juta bawah fakta mending handphone china sih utama karyawan gaji juta bawah,Negatif,96.61,151,28
Samsung kualitas ketahannya buruk hanya beli merk besar.bagusan merk sebelah.q pakai samsung a735g kapok.....,Samsung kualitas ketahannya buruk hanya beli merk besar.bagusan merk sebelah.q pakai samsung a735g kapok.....,samsung kualitas tahan buruk hanya beli merk besar bagus merk belah pakai samsung a735g kapok,Negatif,99.91,109,14
review sound bar dong bag david,review sound bar dong bag david,review sound bar dong bag david,Netral,70.88,31,6
2:27 IP 67 YG BNER BANG HEHEHE BUKAN 57 😂😂,2:27 IP 67 YG BNER BANG HEHEHE BUKAN 57 😂😂,27 ip 67 bner hehehe bukan 57,Negatif,99.44,42,10
bang tecno camon 50 series apa kabar bang?,bang tecno camon 50 series apa kabar bang?,tecno camon 50 series apa kabar,Netral,96.3,42,8
"Saya pengguna samsung note 10 kapok dengan processor exynos yg bikin hp gampang super panas saat dipakai jangan kan main game, nonton youtube aja kalo kelamaan berasa jadi setrika tu hp.. beda dengan samsung note 10 yg inter itu pakai processor snapdragon.. sampai sekarang ga berani lagi beli samsung kalo masih maksa pake procesor exynos.. secara performa awal exynos lumayan bagus tapi kalo udh panas berasa mau saya banting tuh hp mau buka apa aja itu langsung lag.. samsung makin kesini hp nya kayak sampah kalo dibandingin hp samsung dengan merk lain dengan harga yg sama mending beli merk lain.. saya udh nyoba dari yg flagship, mid, sama yg paling murah.. dan saya bandingin dengan hp temen brand lain yg harga sama jauh beda performa nya... dari seris note 10 saya ambil kesimpulan samsung rilis di indo cuman tes teknologinya yg jelek sedangkan yg di jual diluar negri spek bagus","Saya pengguna samsung note 10 kapok dengan processor exynos yg bikin hp gampang super panas saat dipakai jangan kan main game, nonton youtube aja kalo kelamaan berasa jadi setrika tu hp.. beda dengan samsung note 10 yg inter itu pakai processor snapdragon.. sampai sekarang ga berani lagi beli samsung kalo masih maksa pake procesor exynos.. secara performa awal exynos lumayan bagus tapi kalo udh panas berasa mau saya banting tuh hp mau buka apa aja itu langsung lag.. samsung makin kesini hp nya kayak sampah kalo dibandingin hp samsung dengan merk lain dengan harga yg sama mending beli merk lain.. saya udh nyoba dari yg flagship, mid, sama yg paling murah.. dan saya bandingin dengan hp temen brand lain yg harga sama jauh beda performa nya... dari seris note 10 saya ambil kesimpulan samsung rilis di indo cuman tes teknologinya yg jelek sedangkan yg di jual diluar negri spek bagus",guna samsung note 10 kapok processor exynos bikin handphone gampang super panas saat pakai jangan kan main game nonton youtube lama asa jadi setrika tu handphone beda samsung note 10 inter pakai processor snapdragon sampai sekarang tidak berani lagi beli samsung masih maksa pake procesor exynos cara performa awal exynos lumayan bagus panas asa mau banting tuh handphone mau buka apa langsung lag samsung makin kesini handphone kayak sampah dibandingin handphone samsung merk lain harga sama mending beli merk lain nyoba flagship mid sama paling murah bandingin handphone temen brand lain harga sama jauh beda performa seris note 10 ambil simpul samsung rilis indo cuman tes teknologi jelek sedang jual luar negri spesifikasi bagus,Negatif,99.62,889,150
alhamdulilah sampe sekarang masih pake hp Poco M3 beli tahun 2020 masih awet sampe sekarang walaupun udah berapa kali servis. Pengen banget beli HP samsung tapi belum ada uang nya. Sekarang nabung dulu Semogaaaa nanti bisa  kebeli hp impian ya Allah aamiin 🤲,alhamdulilah sampe sekarang masih pake hp Poco M3 beli tahun 2020 masih awet sampe sekarang walaupun udah berapa kali servis. Pengen banget beli HP samsung tapi belum ada uang nya. Sekarang nabung dulu Semogaaaa nanti bisa kebeli hp impian ya Allah aamiin 🤲,alhamdulilah sampe sekarang masih pake handphone poco m3 beli tahun 2020 masih awet sampe sekarang walaupun berapa kali servis ken banget beli handphone samsung belum uang sekarang nabung dulu semogaaaa nanti kebel handphone impi allah aamiin,Positif,97.96,258,43
Mending S25FE sekalian 😂,Mending S25FE sekalian 😂,mending s25fe sekali,Netral,83.4,24,4
"Tiap taun harus keluar seri baru, upgrade diirit2, harga naek 30%😂","Tiap taun harus keluar seri baru, upgrade diirit2, harga naek 30%😂",tiap taun harus keluar seri baru upgrade diirit2 harga naek 30,Negatif,91.81,66,11
Sampai saat ini aku Cinta DESIGN SAMSUNG SELURUH NOTE SERIES.!! sekarang kurang diminan.,Sampai saat ini aku Cinta DESIGN SAMSUNG SELURUH NOTE SERIES.!! sekarang kurang diminan.,sampai saat aku cinta design samsung seluruh note series sekarang kurang min,Positif,77.81,88,13
"Samsung itu bagus,tpi Sayang bngt hp samsung terutama samsung A57 ini blm bisa wireless charging,yg udah bisa wireless charging harus pake case yg udah support wireless charging 😬,padahl gw paling sneng klo wireless charging,biar port chargerny lbih awet aja,dipake sesekali aja pake port chargingny","Samsung itu bagus,tpi Sayang bngt hp samsung terutama samsung A57 ini blm bisa wireless charging,yg udah bisa wireless charging harus pake case yg udah support wireless charging 😬,padahl gw paling sneng klo wireless charging,biar port chargerny lbih awet aja,dipake sesekali aja pake port chargingny",samsung bagus tpi sayang bngt handphone samsung utama samsung a57 blm wireless charging wireless charging harus pake case support wireless charging padahl gw paling sneng klo wireless charging port chargerny lbih awet dipake sekal pake port chargingny,Positif,94.85,299,44
"a36 keknya jadi hp samsung pertama dan terakhir kalo 5 thn lagi harga hp ini brand makin ga ngotak 😭 7jt~7,5jt buat midrange 8/128gb alakadar is a crime","a36 keknya jadi hp samsung pertama dan terakhir kalo 5 thn lagi harga hp ini brand makin ga ngotak 😭 7jt~7,5jt buat midrange 8/128gb alakadar is a crime",a36 kek jadi handphone samsung pertama akhir thn lagi harga handphone brand makin tidak ngotak 7jt 5jt buat midrange 128gb alakadar is crime,Negatif,93.92,152,28
"Tecno 50 pro 5g bang, gw pen beli, tapi masik mau nunggu review anda dulu 0:02","Tecno 50 pro 5g bang, gw pen beli, tapi masik mau nunggu review anda dulu 0:02",tecno 50 pro 5g gw pen beli masik mau nunggu review anda dulu 02,Negatif,84.46,78,16
"User A56 jangan menghibur dirilah 😂 kalo gak mampu upgrade jgn bilang ganti baju, masa pura-pura gak liat chip naik speed sampe setara sd 7s gen 4, bezel makin tipis sampe merubah dimensi, body makin ringan 12 gram, zoom in zoom out video semulus iPhone 14, rom jadi UFS 4.1 🔥

Cuma harganya aja yg bikin mager 😂","User A56 jangan menghibur dirilah 😂 kalo gak mampu upgrade jgn bilang ganti baju, masa pura-pura gak liat chip naik speed sampe setara sd 7s gen 4, bezel makin tipis sampe merubah dimensi, body makin ringan 12 gram, zoom in zoom out video semulus iPhone 14, rom jadi UFS 4.1 🔥 Cuma harganya aja yg bikin mager 😂",user a56 jangan hibur diri tidak mampu upgrade jgn bilang ganti baju masa pura pura tidak liat chip naik speed sampe tara sd 7s gen bezel makin tipis sampe rubah dimensi body makin ringan 12 gram zoom in zoom out video mulus iphone 14 rom jadi ufs cuma harga bikin mager,Negatif,84.42,312,58
